WORD,MEAN ATTRIBUTION SCORE,ATTRIBUTION SCORES,#OCCURANCES
privileged,0.017950240522623062,[0.017950240522623062],1
takes,0.017894718796014786,[0.017894718796014786],1
ok,0.017738716676831245,[0.017738716676831245],1
reportedly,0.017734263092279434,[0.017734263092279434],1
music,0.017733782529830933,[0.017733782529830933],1
racist…,0.017732756212353706,[0.017732756212353706],1
allow,0.017732087522745132,[0.017732087522745132],1
up,0.017729594638305052,"[0.047449816949665546, 0.012269076891243458, 0.012271925806999207, 0.02037745714187622, 0.014110438525676727, 0.010308491066098213, 0.007319956086575985]",7
read,0.017713553893069427,"[0.0218915157020092, 0.018631746992468834, 0.012617398984730244]",3
more,0.017705259534219902,"[0.023121295496821404, 0.013963249512016773, 0.016031233593821526]",3
were,0.017692947760224342,[0.017692947760224342],1
out,0.017690202267840505,"[0.010040175169706345, 0.013452297076582909, 0.03450281172990799, 0.01295399945229292, 0.024078767746686935, 0.0245983749628067, 0.007279852870851755, 0.005624512210488319, 0.03870426118373871, 0.0056669702753424644]",10
change,0.017666971310973167,[0.017666971310973167],1
one,0.01762381331063807,"[0.012738632969558239, 0.012453332543373108, 0.01738063618540764, 0.02953663468360901, 0.018807366490364075, 0.007698459085077047, 0.013016261160373688, 0.042658764868974686, 0.0050715114921331406, 0.01687653362751007]",10
about,0.01761866839263927,"[0.010665496811270714, 0.012071539647877216, 0.01047029159963131, 0.06856742966920137, 0.008707520551979542, 0.00999029166996479, 0.011698240414261818, 0.023052316159009933, 0.02006390690803528, 0.011528941802680492, 0.006989377085119486]",11
we,0.017604649998247623,"[0.023302191868424416, 0.017517948523163795, 0.01199380960315466]",3
gay,0.01759640872478485,"[0.023755250498652458, 0.011437566950917244]",2
mine,0.017584040760993958,[0.017584040760993958],1
offensive,0.01757777901366353,[0.01757777901366353],1
being,0.017521244163314503,"[0.016914257779717445, 0.020535407587885857, 0.025662535801529884, 0.012726029381155968, 0.02039789780974388, 0.008891336619853973]",6
front,0.017517264932394028,[0.017517264932394028],1
break,0.017453283071517944,[0.017453283071517944],1
celebrity,0.01743419375270605,[0.01743419375270605],1
gone,0.017384805716574192,[0.017384805716574192],1
warrant,0.01732799969613552,[0.01732799969613552],1
guy,0.01728771310299635,"[0.015879426151514053, 0.01809730753302574, 0.0287075936794281, 0.010824636556208134, 0.012929601594805717]",5
mad/she,0.017279483377933502,[0.017279483377933502],1
care,0.017265161382965744,"[0.02606073021888733, 0.008469592547044158]",2
r,0.01724737665305535,"[0.015287729911506176, 0.02824212610721588, 0.008212273940443993]",3
hates,0.01721060276031494,[0.01721060276031494],1
or,0.01720208542731901,"[0.013040786609053612, 0.011905417777597904, 0.011422651819884777, 0.0514092855155468, 0.00933813862502575, 0.00609623221680522]",6
fame;”,0.017115899361670017,[0.017115899361670017],1
men”,0.017062908969819546,[0.017062908969819546],1
grab,0.017045624554157257,[0.017045624554157257],1
boyfriend,0.017019066493958235,"[0.028257325291633606, 0.005780807696282864]",2
cannot,0.017013255041092634,"[0.019236973486840725, 0.014789536595344543]",2
song,0.01698663830757141,[0.01698663830757141],1
looked,0.016953079029917717,[0.016953079029917717],1
referring,0.01693621277809143,[0.01693621277809143],1
monroe,0.01693499181419611,[0.01693499181419611],1
pay,0.016918640583753586,[0.016918640583753586],1
actor,0.016908299177885056,[0.016908299177885056],1
stand,0.01689840294420719,[0.01689840294420719],1
person,0.016882704570889473,[0.016882704570889473],1
talk,0.016811640933156013,"[0.020675528794527054, 0.019754905253648758, 0.010004488751292229]",3
inside,0.016805734485387802,[0.016805734485387802],1
records,0.016799310222268105,[0.016799310222268105],1
can,0.016747467323309846,"[0.008210869506001472, 0.020091181620955467, 0.009767724201083183, 0.02479540929198265, 0.01353881973773241, 0.01342957653105259, 0.042971327900886536, 0.008786709979176521, 0.009135587140917778]",9
stupid,0.016735404419402283,"[0.010976027697324753, 0.011771516874432564, 0.011502763256430626, 0.02033565565943718, 0.02779207192361355, 0.01803439110517502]",6
beating,0.016718730330467224,[0.016718730330467224],1
thinking,0.016717152670025826,[0.016717152670025826],1
women,0.01671456832749148,"[0.0076289912685751915, 0.007760549895465374, 0.023337208200246096, 0.03322084993124008, 0.010881753638386726, 0.017458057031035423]",6
write,0.016710972413420677,[0.016710972413420677],1
any,0.016677215695381165,"[0.012582768686115742, 0.017041031271219254, 0.01424033660441637, 0.022081784904003143, 0.017440157011151314]",5
seat,0.016643144190311432,[0.016643144190311432],1
country,0.016625912860035896,[0.016625912860035896],1
wish,0.016602909192442894,[0.016602909192442894],1
would,0.016502119999911104,"[0.019772907719016075, 0.031514972448349, 0.020824259147047997, 0.011789192445576191, 0.006754984147846699, 0.01498566847294569, 0.009872855618596077]",7
asshole,0.016491794493049383,"[0.008405285887420177, 0.02457830309867859]",2
your,0.01649137301525722,"[0.035878971219062805, 0.022321585565805435, 0.014311845414340496, 0.00890064425766468, 0.029190978035330772, 0.0249764546751976, 0.009796117432415485, 0.030521610751748085, 0.017414096742868423, 0.014493891969323158, 0.010125527158379555, 0.0065271733328700066, 0.01594611071050167, 0.020223183557391167, 0.015431074425578117, 0.007986508309841156, 0.025095608085393906, 0.03027362748980522, 0.010807206854224205, 0.01855839416384697, 0.01726830005645752, 0.014515313319861889, 0.013093583285808563, 0.0033147551584988832, 0.024652712047100067, 0.011484246701002121, 0.008628063835203648, 0.013197386637330055, 0.012025890871882439, 0.007780328392982483]",30
now?”,0.016474124044179916,[0.016474124044179916],1
kb,0.0164438602514565,[0.0164438602514565],1
neck,0.01635195128619671,[0.01635195128619671],1
sick,0.016308505088090897,[0.016308505088090897],1
have,0.016293074290912885,"[0.016881851479411125, 0.017941070720553398, 0.007112263701856136, 0.019333772361278534, 0.010722356848418713, 0.02297145128250122, 0.012516210786998272, 0.01586104929447174, 0.02093859389424324, 0.013994628563523293, 0.012421371415257454, 0.026428425684571266, 0.014686919748783112]",13
endorsement,0.016292057931423187,[0.016292057931423187],1
message,0.01627393066883087,[0.01627393066883087],1
goes,0.016269171610474586,[0.016269171610474586],1
man,0.016249235719442368,[0.016249235719442368],1
buying,0.016206732019782066,[0.016206732019782066],1
filming,0.01620391383767128,[0.01620391383767128],1
my,0.016185052260490402,"[0.007923373021185398, 0.049260981380939484, 0.015585796907544136, 0.01239883154630661, 0.008203795179724693, 0.0300535149872303, 0.010219058021903038, 0.019914623349905014, 0.010213589295744896, 0.0077050491236150265, 0.01710517704486847, 0.013520936481654644, 0.012391366064548492, 0.012094639241695404]",14
sex,0.016150444746017456,[0.016150444746017456],1
who,0.0160882984554129,"[0.0561499185860157, 0.00855243019759655, 0.011785515584051609, 0.017448777332901955, 0.013006536290049553, 0.008839850313961506, 0.01325041614472866, 0.013509574346244335, 0.022850248962640762, 0.014459648169577122, 0.008457912132143974, 0.010496789589524269, 0.012201555073261261, 0.014227005653083324]",14
believe,0.016067026183009148,[0.016067026183009148],1
where,0.016041575465351343,"[0.019016223028302193, 0.013066927902400494]",2
something,0.016034143045544624,[0.016034143045544624],1
course,0.016025278717279434,[0.016025278717279434],1
lot,0.016005609184503555,[0.016005609184503555],1
getting,0.015926481845478218,"[0.0068621328100562096, 0.024542417377233505, 0.019640926271677017, 0.01914963498711586, 0.013192741200327873, 0.012171038426458836]",6
purchased,0.015922900289297104,[0.015922900289297104],1
sit,0.015897071609894436,"[0.01964309625327587, 0.016141634434461594, 0.011906484141945839]",3
anyone,0.015884406864643097,[0.015884406864643097],1
love,0.015780479833483695,"[0.011364659294486046, 0.012752952985465527, 0.014135628938674927, 0.027024948969483376, 0.013624208979308605]",5
her,0.015716891270130873,"[0.008194133639335632, 0.01327534019947052, 0.012110625393688679, 0.01741621643304825, 0.015435430221259594, 0.036715053021907806, 0.014926867559552193, 0.012897205539047718, 0.008298726752400398, 0.00818241760134697, 0.011563957668840885, 0.0056189196184277534, 0.02856767736375332, 0.026833906769752502]",14
american,0.0157130379229784,[0.0157130379229784],1
disabled,0.015659283846616745,[0.015659283846616745],1
verbally,0.015653671696782112,[0.015653671696782112],1
need,0.015561318956315517,"[0.021315623074769974, 0.009807014837861061]",2
got,0.01550068793585524,"[0.006079716142266989, 0.0054074740037322044, 0.018299996852874756, 0.014958065934479237, 0.01175391860306263, 0.03032083809375763, 0.01800171285867691, 0.019183780997991562]",8
protesting,0.015489962883293629,[0.015489962883293629],1
thomas,0.015371991321444511,[0.015371991321444511],1
pressure,0.015308588743209839,[0.015308588743209839],1
there,0.015291111543774605,"[0.01068385224789381, 0.0198983708396554]",2
play,0.015288138762116432,[0.015288138762116432],1
down,0.015277783037163317,"[0.021874655038118362, 0.01233581267297268, 0.01931761857122183, 0.007583045866340399]",4
his,0.01526780191084577,"[0.02778353914618492, 0.006989174522459507, 0.008320138789713383, 0.006040492560714483, 0.015269334428012371, 0.00877268798649311, 0.01149824820458889, 0.021200012415647507, 0.015457957983016968, 0.013631565496325493, 0.05116390064358711, 0.00798073224723339, 0.012471918947994709, 0.026627833023667336, 0.006368432193994522, 0.01604444347321987, 0.0074354978278279305, 0.01176452450454235]",18
disrespect,0.015236998908221722,[0.015236998908221722],1
says,0.015206975862383842,"[0.014552464708685875, 0.01586148701608181]",2
by,0.015063214348629117,"[0.00830768421292305, 0.027169261127710342, 0.012426781468093395, 0.006640724837779999, 0.04019064689055085, 0.008508593775331974, 0.0064876689575612545, 0.01077435351908207]",8
keep,0.015050976071506739,"[0.012411565519869328, 0.01769038662314415]",2
will,0.015046979965908187,"[0.01962106302380562, 0.011387800797820091, 0.01616813801229, 0.01348344050347805, 0.024160418659448624, 0.01057569868862629, 0.009932300075888634]",7
chris,0.015042918734252453,[0.015042918734252453],1
such,0.015035181927184263,"[0.016745666041970253, 0.013098997063934803, 0.015260882675647736]",3
berating,0.015031247399747372,[0.015031247399747372],1
door,0.015021352097392082,[0.015021352097392082],1
cock,0.01501504611223936,"[0.013374125584959984, 0.016655966639518738]",2
sound,0.015005066990852356,[0.015005066990852356],1
sits,0.01499785715714097,[0.01499785715714097],1
exhorts,0.014994760043919086,[0.014994760043919086],1
neighbors,0.01498693274334073,[0.01498693274334073],1
tell,0.014910194091498852,"[0.012720568105578423, 0.010203162208199501, 0.008230281062424183, 0.023987947031855583, 0.01940901204943657]",5
leader,0.014879828318953514,[0.014879828318953514],1
wanna,0.014803399331867695,"[0.009511645883321762, 0.020095152780413628]",2
bad,0.014730558730661869,"[0.012630240991711617, 0.01683087646961212]",2
as,0.014662554177145163,"[0.007364080287516117, 0.029787851497530937, 0.011913171969354153, 0.015377518720924854, 0.025158459320664406, 0.009775785729289055, 0.008434304967522621, 0.011242810636758804, 0.012909004464745522]",9
concerned,0.014632781967520714,[0.014632781967520714],1
lay,0.014628268778324127,[0.014628268778324127],1
tries,0.01462465524673462,[0.01462465524673462],1
girls,0.014611263759434223,"[0.021274808794260025, 0.011726265773177147, 0.010832716710865498]",3
knows,0.014585964381694794,[0.014585964381694794],1
cum,0.014564163982868195,"[0.00760476291179657, 0.02152356505393982]",2
son,0.014522549696266651,"[0.01106936763972044, 0.018918689340353012, 0.02152533270418644, 0.011745664291083813, 0.009353694505989552]",5
could,0.01449047401547432,"[0.01652328297495842, 0.013416588306427002, 0.013531550765037537]",3
n,0.014488057543834051,"[0.016983378678560257, 0.014442363753914833, 0.012038430199027061]",3
athletic,0.014486112631857395,[0.014486112631857395],1
twitter,0.014482282102108002,"[0.010268745012581348, 0.011492053046822548, 0.02168604824692011]",3
feeti,0.014448916539549828,[0.014448916539549828],1
face,0.014419936016201973,"[0.012527820654213428, 0.014551755972206593, 0.020423326641321182, 0.012278532609343529, 0.012318244203925133]",5
pulled,0.014417206402868032,"[0.022937536239624023, 0.0058968765661120415]",2
dog,0.014354066923260689,[0.014354066923260689],1
nasty,0.014347083866596222,[0.014347083866596222],1
comes,0.014288465492427349,"[0.00959678553044796, 0.01898014545440674]",2
smell,0.014256373047828674,[0.014256373047828674],1
speculate,0.014252886641770601,[0.014252886641770601],1
statements,0.014249342493712902,[0.014249342493712902],1
took,0.014234378933906555,"[0.008591629564762115, 0.019877128303050995]",2
new,0.014232618268579245,"[0.01172520313411951, 0.01674003340303898]",2
had,0.014230104939391216,"[0.023522241041064262, 0.013675099238753319, 0.005492974538356066]",3
jessica…,0.014210257679224014,[0.014210257679224014],1
much,0.014134905766695738,"[0.018991243094205856, 0.00927856843918562]",2
dicks,0.01400026585906744,[0.01400026585906744],1
did,0.013990799896419048,"[0.01628832519054413, 0.011693274602293968]",2
mom,0.01397875975817442,[0.01397875975817442],1
featured,0.013963227160274982,[0.013963227160274982],1
ignorant,0.01387065090239048,[0.01387065090239048],1
thrown,0.013834339566528797,[0.013834339566528797],1
album,0.013774996623396873,[0.013774996623396873],1
…,0.013752318918704987,[0.013752318918704987],1
hearing,0.013660122640430927,[0.013660122640430927],1
spot,0.013653295114636421,[0.013653295114636421],1
requests,0.01365256030112505,[0.01365256030112505],1
–,0.013646051187866501,"[0.009979510679841042, 0.04357679933309555, 0.004762141965329647, 0.0034678366500884295, 0.012701435014605522, 0.012692992575466633, 0.00834164209663868]",7
community,0.013629712164402008,[0.013629712164402008],1
said,0.013611300382763147,"[0.018886277452111244, 0.008517740294337273, 0.014933536294847727, 0.012107647489756346]",4
show,0.013577772304415703,[0.013577772304415703],1
milk,0.013577292673289776,[0.013577292673289776],1
city,0.013558672741055489,[0.013558672741055489],1
rose,0.013551282696425915,[0.013551282696425915],1
begins,0.01354777067899704,[0.01354777067899704],1
exposure,0.013505756389349699,[0.013505756389349699],1
useless,0.01343635655939579,[0.01343635655939579],1
away,0.013435624539852142,[0.013435624539852142],1
went,0.013414221350103617,"[0.01449428778141737, 0.012334154918789864]",2
kid,0.013309935107827187,[0.013309935107827187],1
joke,0.013252933509647846,[0.013252933509647846],1
turn,0.01322569022886455,"[0.006897741463035345, 0.019553638994693756]",2
terrible,0.013191768899559975,[0.013191768899559975],1
hand,0.01317645888775587,[0.01317645888775587],1
second,0.013153685256838799,[0.013153685256838799],1
camera,0.013098441995680332,"[0.012655667960643768, 0.020877782255411148, 0.00576187577098608]",3
yelled,0.013073940761387348,[0.013073940761387348],1
brilliant,0.013056738302111626,[0.013056738302111626],1
flying,0.01300261914730072,[0.01300261914730072],1
talking,0.012960327478746573,"[0.008289854973554611, 0.015727559104561806, 0.014863568358123302]",3
sticks,0.012937408871948719,[0.012937408871948719],1
nice,0.012930406257510185,[0.012930406257510185],1
talked,0.012773525901138783,[0.012773525901138783],1
keeps,0.012771990150213242,"[0.014522525481879711, 0.011021454818546772]",2
replacing,0.012693129479885101,[0.012693129479885101],1
respect,0.012682517990469933,[0.012682517990469933],1
implies,0.012667211703956127,[0.012667211703956127],1
servant,0.012649701908230782,[0.012649701908230782],1
kids,0.01263101794756949,"[0.019191954284906387, 0.011339584365487099, 0.009174076840281487, 0.010818456299602985]",4
department,0.012610231526196003,"[0.006568359676748514, 0.018652103375643492]",2
see,0.012602159132560095,"[0.0068599022924900055, 0.0196361243724823, 0.011310450732707977]",3
till,0.012592151761054993,[0.012592151761054993],1
involve,0.012579793110489845,[0.012579793110489845],1
window,0.012575799599289894,[0.012575799599289894],1
fast,0.012561226263642311,[0.012561226263642311],1
health,0.012550224317237735,[0.012550224317237735],1
just,0.01251980975004179,"[0.007695180829614401, 0.014889607205986977, 0.013703061267733574, 0.007039441727101803, 0.011318856850266457, 0.017980892211198807, 0.015011628158390522]",7
candid,0.012468538247048855,[0.012468538247048855],1
found,0.012432382442057133,[0.012432382442057133],1
ur,0.012430849019438028,"[0.016908060759305954, 0.011704583652317524, 0.011360670439898968, 0.009750081226229668]",4
former,0.012421248480677605,"[0.004939600825309753, 0.019902896136045456]",2
called,0.012412395727421557,"[0.008972040377557278, 0.03478780761361122, 0.009574112482368946, 0.007744946982711554, 0.011843699961900711, 0.005858955439180136, 0.008105207234621048]",7
into,0.012343371286988258,"[0.016868535429239273, 0.007428501732647419, 0.012733076699078083]",3
tells,0.012295108288526535,[0.012295108288526535],1
asian,0.012288559228181839,[0.012288559228181839],1
jump,0.012258684262633324,[0.012258684262633324],1
thing,0.012254712171852589,[0.012254712171852589],1
recorded,0.01222170889377594,"[0.0045907162129879, 0.01985270157456398]",2
,0.01222019427223131,"[0.00912962295114994, 0.026815161108970642, 0.009497499093413353, 0.006719495169818401, 0.010698742233216763, 0.012054757215082645, 0.006657554302364588, 0.016188722103834152]",8
appears,0.012144785374403,[0.012144785374403],1
miserable,0.012103728950023651,[0.012103728950023651],1
ask,0.012080438435077667,[0.012080438435077667],1
always,0.01206442341208458,"[0.008407020941376686, 0.014251594431698322, 0.01353465486317873]",3
secret,0.01201949268579483,[0.01201949268579483],1
massive,0.01200555544346571,[0.01200555544346571],1
insert,0.011993669904768467,[0.011993669904768467],1
me…,0.011971247382462025,[0.011971247382462025],1
hate,0.011970355408266187,"[0.009210717864334583, 0.01472999295219779]",2
plane,0.011953318491578102,[0.011953318491578102],1
worked,0.011933354660868645,[0.011933354660868645],1
stated,0.011767668649554253,"[0.013920331373810768, 0.006389138288795948, 0.014993536286056042]",3
fit,0.011756854131817818,[0.011756854131817818],1
porn,0.011714162304997444,[0.011714162304997444],1
us,0.011651440523564816,[0.011651440523564816],1
four,0.011641533114016056,[0.011641533114016056],1
actual,0.011623915284872055,[0.011623915284872055],1
truth,0.011605897918343544,[0.011605897918343544],1
body,0.011567611712962389,"[0.00500995758920908, 0.018125265836715698]",2
obama,0.011555401608347893,[0.011555401608347893],1
needs,0.011551101692020893,"[0.012333493679761887, 0.0107687097042799]",2
tool,0.011525368317961693,[0.011525368317961693],1
ufc,0.0114790890365839,[0.0114790890365839],1
president,0.011446950025856495,"[0.013174881227314472, 0.009719018824398518]",2
finger,0.011441627517342567,[0.011441627517342567],1
wait,0.011412800289690495,[0.011412800289690495],1
responded,0.011397547088563442,[0.011397547088563442],1
told,0.01137963030487299,"[0.011343182064592838, 0.011416078545153141]",2
system,0.011355278082191944,[0.011355278082191944],1
meaning,0.011344196274876595,[0.011344196274876595],1
captured,0.01131480373442173,[0.01131480373442173],1
never,0.0113069131039083,"[0.013346279971301556, 0.009267546236515045]",2
ten,0.011276214383542538,[0.011276214383542538],1
used,0.0112486663274467,"[0.01575869508087635, 0.006738637574017048]",2
credit,0.011216803453862667,[0.011216803453862667],1
men,0.011209592455998063,"[0.007265759166330099, 0.015153425745666027]",2
them,0.011204705806449056,"[0.006563669536262751, 0.01584574207663536]",2
accused,0.011196611449122429,[0.011196611449122429],1
watching,0.011141482119758924,"[0.010666847229003906, 0.010009471327066422, 0.012748127803206444]",3
over,0.011140239890664816,"[0.011779667809605598, 0.010500811971724033]",2
muslim,0.0111222043633461,[0.0111222043633461],1
crew,0.01105344295501709,[0.01105344295501709],1
friends,0.011049669235944748,"[0.011479301378130913, 0.00967879593372345, 0.011990910395979881]",3
opened,0.011021344922482967,[0.011021344922482967],1
none,0.011019458994269371,[0.011019458994269371],1
drink,0.011017430573701859,[0.011017430573701859],1
impress,0.010905950330197811,[0.010905950330197811],1
piece,0.010903443675488234,"[0.007924257777631283, 0.009728978388011456, 0.0103526059538126, 0.00980421807616949, 0.012471362017095089, 0.015139239840209484]",6
sexy,0.01086535258218646,"[0.009069939143955708, 0.012660766020417213]",2
stupid”,0.010725254658609629,[0.010725254658609629],1
father,0.010714705102145672,[0.010714705102145672],1
started,0.010705845430493355,"[0.009512069635093212, 0.011899621225893497]",2
kind,0.010703000240027905,[0.010703000240027905],1
phrase,0.010679944418370724,[0.010679944418370724],1
days,0.010634135454893112,[0.010634135454893112],1
home,0.010594313964247704,[0.010594313964247704],1
text,0.010542156174778938,[0.010542156174778938],1
ever,0.010531025938689709,[0.010531025938689709],1
indian,0.010485084727406502,[0.010485084727406502],1
our,0.010466302861459553,"[0.012384174391627312, 0.008548431331291795]",2
their,0.010461793560534716,"[0.006937119178473949, 0.008809252642095089, 0.013112166430801153, 0.010648493655025959, 0.012801935896277428]",5
placed,0.010450229048728943,[0.010450229048728943],1
waiting,0.0104024987667799,[0.0104024987667799],1
life,0.010396591387689114,[0.010396591387689114],1
southern,0.010337662883102894,[0.010337662883102894],1
line,0.010329452343285084,"[0.011728943325579166, 0.008929961360991001]",2
click,0.010311895981431007,[0.010311895981431007],1
gave,0.01025314163416624,[0.01025314163416624],1
brought,0.010237982496619225,[0.010237982496619225],1
standing,0.010210223495960236,[0.010210223495960236],1
crazy,0.01017075963318348,[0.01017075963318348],1
bob,0.01012879516929388,[0.01012879516929388],1
tried,0.01009401772171259,[0.01009401772171259],1
point,0.010085958056151867,"[0.0071246870793402195, 0.013047229032963514]",2
writing,0.010030760895460844,"[0.01083813700824976, 0.009223384782671928]",2
ta,0.009999182540923357,"[0.012098505161702633, 0.007899859920144081]",2
saw,0.009988125180825591,"[0.0074572316370904446, 0.012519018724560738]",2
small,0.009980189613997936,[0.009980189613997936],1
blow,0.009962943848222494,"[0.009145669639110565, 0.010780218057334423]",2
threatened,0.009959479793906212,[0.009959479793906212],1
put,0.00992985162883997,[0.00992985162883997],1
cried,0.009917243383824825,[0.009917243383824825],1
calling,0.009889868088066578,"[0.004790301900357008, 0.011468315497040749, 0.010649160481989384, 0.007574374321848154, 0.014967188239097595]",5
thinks,0.009829165413975716,[0.009829165413975716],1
item,0.009714113548398018,[0.009714113548398018],1
punk,0.009651471860706806,[0.009651471860706806],1
toe,0.009609068743884563,[0.009609068743884563],1
rights,0.00960496161133051,[0.00960496161133051],1
heard,0.00958783901296556,"[0.006369809154421091, 0.012805868871510029]",2
brains,0.009447462856769562,[0.009447462856769562],1
able,0.009442293085157871,"[0.008273214101791382, 0.01061137206852436]",2
calls,0.009441301226615906,"[0.011720516718924046, 0.007162085734307766]",2
fingers,0.009431990794837475,[0.009431990794837475],1
things,0.009430545071760813,"[0.006911472417414188, 0.011953768320381641, 0.00942639447748661]",3
opinions,0.009419995360076427,[0.009419995360076427],1
sucks,0.009357948787510395,[0.009357948787510395],1
kick,0.009352050721645355,[0.009352050721645355],1
student,0.009326108265668154,"[0.010212630964815617, 0.008439585566520691]",2
blank,0.009277334436774254,[0.009277334436774254],1
butt,0.0092474902048707,[0.0092474902048707],1
report,0.009230446070432663,[0.009230446070432663],1
puts,0.009156209416687489,[0.009156209416687489],1
part,0.009066623635590076,[0.009066623635590076],1
followers,0.009031121619045734,[0.009031121619045734],1
indicating,0.008990448899567127,[0.008990448899567127],1
stick,0.008902201429009438,"[0.00854078121483326, 0.009263621643185616]",2
utterly,0.008886520750820637,[0.008886520750820637],1
drunk,0.00884093064814806,[0.00884093064814806],1
films,0.00880182720720768,[0.00880182720720768],1
backwards,0.008705751970410347,[0.008705751970410347],1
anything,0.008661625906825066,[0.008661625906825066],1
murdered,0.008660642430186272,[0.008660642430186272],1
nation,0.008619188331067562,[0.008619188331067562],1
destroy,0.008616505190730095,[0.008616505190730095],1
dedicated,0.008596261963248253,[0.008596261963248253],1
previously,0.008496364578604698,[0.008496364578604698],1
letter,0.00848438497632742,[0.00848438497632742],1
pictures,0.008470797911286354,[0.008470797911286354],1
treated,0.008339024148881435,[0.008339024148881435],1
experience,0.008317102678120136,[0.008317102678120136],1
rob,0.00823431322351098,[0.00823431322351098],1
send,0.0082059595733881,[0.0082059595733881],1
banned,0.008200079202651978,[0.008200079202651978],1
stop,0.008143901824951172,[0.008143901824951172],1
prominent,0.008008880540728569,[0.008008880540728569],1
white,0.007905080448836088,"[0.0070421090349555016, 0.008768051862716675]",2
hair,0.007869720458984375,[0.007869720458984375],1
lying,0.007865888997912407,[0.007865888997912407],1
actually,0.007819345220923424,"[0.007508198730647564, 0.008130491711199284]",2
seen,0.007797068916261196,"[0.007779884152114391, 0.007814253680408001]",2
wat,0.007707937154918909,[0.007707937154918909],1
best,0.007699118461459875,[0.007699118461459875],1
loose,0.0076959459111094475,[0.0076959459111094475],1
star,0.00769555289298296,[0.00769555289298296],1
realize,0.0076723890379071236,[0.0076723890379071236],1
normal,0.007515291683375835,[0.007515291683375835],1
thin,0.00745802978053689,[0.00745802978053689],1
should,0.007403856609016657,[0.007403856609016657],1
simultaneously,0.007359339855611324,[0.007359339855611324],1
often,0.007230948656797409,[0.007230948656797409],1
ready,0.007230465300381184,[0.007230465300381184],1
europe,0.007155194878578186,[0.007155194878578186],1
house,0.007134168408811092,[0.007134168408811092],1
pulls,0.007031488232314587,[0.007031488232314587],1
either,0.006792389787733555,[0.006792389787733555],1
telling,0.006730393040925264,"[0.007905175909399986, 0.0055556101724505424]",2
growing,0.006726909428834915,[0.006726909428834915],1
pretty,0.006719747092574835,[0.006719747092574835],1
feels,0.006710762390866876,"[0.006265809293836355, 0.007155715487897396]",2
tv,0.006437730975449085,[0.006437730975449085],1
which,0.00643389206379652,[0.00643389206379652],1
move,0.006433662958443165,[0.006433662958443165],1
cam,0.006433109287172556,[0.006433109287172556],1
gain,0.006389588117599487,[0.006389588117599487],1
police,0.006298612104728818,"[0.007094123866409063, 0.0055031003430485725]",2
rap,0.006163811776787043,[0.006163811776787043],1
word,0.0060973577201366425,[0.0060973577201366425],1
peers,0.005741197615861893,[0.005741197615861893],1
columbia,0.005736023187637329,[0.005736023187637329],1
members,0.005641591269522905,[0.005641591269522905],1
champion,0.005147826857864857,[0.005147826857864857],1
recently,0.004472687840461731,[0.004472687840461731],1
